,state,orig_label,map_sym1,map_sym2,unit_link,prov_no,province,unit_name,unit_age,unitdesc,strat_unit,unit_com,map_ref,rocktype1,rocktype2,rocktype3,unit_ref,map_symb2
629,VA  ,Zkr,Zkr,Zkr;0,VAZkr;0,0,,Konnarock Formation,Proterozoic Z,"Konnarock Formation - Maroon diamictite, rhythmite, and arkose.",,"In Grayson, Washington, and Smyth Counties only; Blue Ridge Anticlinorium, Southwest. From expanded explanation (ref. VA002): Konnarock Formation (Rankin, 1993). Mostly moderate-red glaciogenic sedimentary rocks include massive diamictite (tillite), bedded diamictite, varve-like laminite locally containing dropstones, massive mudstone, pink arkose, and minor conglomerate. Clasts in the diamictite and laminite are dominantly granitoid, but include rhyolite and greenstone of the Mount Rogers Formation. Thickness is as much as 3275 feet; diamictite is most common toward the top of the section. ",VA003,sedimentary breccia,arkose,,VA001 VA002 VA003,
630,VA  ,Zlm,Zlm,Zlm;0,VAZlm;0,0,,Lynchburg Group; Metagraywacke,Proterozoic Z,Lynchburg Group - Metagraywacke,,"Blue Ridge Anticlinorium, Central. From expanded explanation (ref. VA002): Metagraywacke. Metagraywacke, quartzose schist, and conglomerate. Graded bedding, cut-and-fill structures, and incomplete Bouma cycles are characteristic; conglomeratic lenses occur throughout the unit. Geophysical signature: Positive magnetic and positive radiometric anomalies. Metagraywacke is interpreted to have been deposited in a series of coalescing submarine fans, with conglomerate deposited in submarine distributary channels developed on the fans (Conley, 1989). The unit as mapped includes in part the Rockfish conglomerate formation, and the Lynchburg gneiss formation (restricted) of Nelson (1962), and is equivalent to Ashe Formation metagraywacke (Zam), on strike to the southwest. The unit has been mapped on a lithologic basis in outliers to the west of the main strike-belt, including parts of the Mechums River formation strike-belt of Gooch (1958) and Nelson (1962). ",VA003,meta-argillite,schist,conglomerate,VA001 VA002 VA003,
631,VA  ,Zlq,Zlq,Zlq;0,VAZlq;0,0,,Lynchburg Group; Quartzite,Proterozoic Z,Lynchburg Group - Quartzite,,"Blue Ridge Anticlinorium, Central",VA003,quartzite,,,VA001 VA003,
632,VA  ,Zlv,Zlv,Zlv;0,VAZlv;0,0,,Interlayered Mafic and Felsic Volcanic Rocks,Proterozoic Z,Interlayered mafic and felsic metavolcanic rocks.,,"Carolina Slate Belt From expanded explanation (ref. VA002): Layered mafic to felsic metavolcanic rocks. Volcanogenic sequence includes felsic pyroclastic and volcaniclastic rocks with intercalated mafic pyroclastic and amygdaloidal flows and phyllitic metasedimentary interbeds. Felsic rocks are crystal, lithic, and vitric tuff and tuff breccia ranging in composition from rhyolite to dacite. Mafic rocks consist of mafic lithic crystal and vitric tuff, with associated amygdaloidal pyroclastic rocks, and greenstone metabasalt. ",VA003,mafic metavolcanic rock,felsic metavolcanic rock,metasedimentary rock,VA001 VA002 VA003,
633,VA  ,Zm,Zm,Zm;0,VAZm;0,0,,Marble,Proterozoic Z,Marble.,,"Blue Ridge Anticlinorium, Northern Form expanded explanation (ref. VA002): Marble. Includes white and light-gray to grayish-blue, fine-grained dolomitic marble and siliceous marble, dolomitic meta-arkose, dolomitic quartz-muscovite schist, and calcitic marble; may contain quartz, feldspar, muscovite, phlogopite, and tremolite. Marble is poorly exposed in discontinuous lenses either just below the top of the Fauquier Formation laminated metasiltstone. (Zfl ) or just above the base of the Catoctin (CZc); a lense of dolomitic marble occurs within the Swift Run Formation in Loudoun County. Along the Hazel River, a marble clast conglomerate with a biotite-rich feldspathic matrix occurs just below the base of the Catoctin Formation. ",VA003,marble,,,VA001 VA002 VA003,
634,VA  ,Zmf,Zmf,Zmf;0,VAZmf;0,0,,Mount Rogers Formation - Porphyritic felsite,Proterozoic Z,Mount Rogers Formation - Porphyritic extrusive felsite,,"In Grayson, Washington, and Smyth Counties only; Blue Ridge Anticlinorium, Southwest. From expanded explanation (ref. VA002): Porphyritic felsite. Includes coarsely porphyritic felsite from the Pond Mountain volcanic center that could be a hypabys sal intrusive, and porphyritic rhyolite from the Razor Ridge volcanic center that is extrusive, as well as the Fees Rhyolite Member near the base of the formation. ",VA003,felsic volcanic rock,,,VA001 VA002 VA003,
635,VA  ,Zmg,Zmg,Zmg;0,VAZmg;0,0,,Ashe Formation - Moneta Gneiss,Proterozoic Z,Ashe Formation - Moneta Gneiss - Hornblende and hornblende-biotite gneiss,,"Lynchburg Group; Blue Ridge Anticlinorium, Southwest. From expanded explanation (ref. VA002): Moneta Gneiss. Moderate-olive-brown to dusky yellowish- green to black-and-white-banded, medium- to fine-grained biotite-hornblende gneiss, with interlayers of light gray, fine-grained quartz-feldspar gneiss, amphibolite, and mica schist. Felsitic crystal tuff breccia, feldspathic conglomerate, and mafic and felsic dikes and sills are recognized within the Moneta, especially along the James River west of Lynchburg. Wang and Glover (1991) recognized two kinds of mafic metavolcanic rocks in this unit, lavas and tuffs. The lavas have well-preserved hyaloclastic textures; metatuffs commonly contain delicate mineral segregation lamination. Mineralogy: (1) quartz + plagioclase + microcline + biotite + muscovite + garnet + magnetite-ilmenite; (2) hornblende + plagioclase + biotite + quartz + magnetite-ilmenite + titanite; (3) hornblende + plagioclase + garnet + biotite + magnetiteilmenite. Geophysical signature: broad, elongate, positive magnetic anomaly. Numerous pegmatite dikes and sills concentrated within the hornblende biotite gneiss were mined for feldspar in the area between Moneta and Forest where the unit was first described by Pegau (1932). In the Lynchburg area the Moneta was mapped as Reusens Migmatite by Brown (1958). It was interpreted to be a Late Precambrian volcanic-sedimentary complex by Conley and Henika (1970) and Wang and Glover (1991). The Moneta is here assigned to the Lynchburg Group because it has an intertonguing re la tion ship with basal conglomeratic Lynchburg rocks and with similar rocks in the base of the Ashe Formation southwest of Lynchburg. ",VA003,mafic gneiss,,,VA001 VA002 VA003,
636,VA  ,Zml,Zml,Zml;0,VAZml;0,0,,"Mount Rogers Formation - Conglomerate, graywacke, laminated siltstone, and shale.",Proterozoic Z,"Mount Rogers Formation - Conglomerate, graywacke, laminated siltstone, and shale.",,"In Grayson, Washington, and Smyth Counties only; Blue Ridge Anticlinorium, Southwest. From expanded explanation (ref. VA002): Graywacke conglomerate, graywacke, tuffaceous sandstone, laminated siltstone, shale, and minor greenstone and rhyolite. Most of the sedimentary rocks are volcanigenic but contain a significant detrital contribution from the underlying crystalline rocks of the Grenville-age basement. ",VA003,conglomerate,graywacke,siltstone; shale; greenstone; rhyolite,VA001 VA002 VA003,
637,VA  ,Zmm,Zmm,Zmm;0,VAZmm;0,0,,Lynchburg Group; Monumental Mills Formation,Proterozoic Z,"Lynchburg Group; Monumental Mills Formation - Metasandstone, laminated metasiltstone, and mudstone.",,"Lynchburg Group; Blue Ridge Anticlinorium, Central. From expanded explanation (ref. VA002): Monumental Mills Formation (Wehr, 1985). Lightgray, fine- to very-fine-grained metasandstone characterized by thin planar beds separated by biotite-rich silty partings; and dark-gray laminated siltstone and mudstone containing abundant synsedimentary deformation features including folds, faults, convolute bedding, and erosional-depositional discordances. Mineralogy: quartz + albite + mu covite + biotite + epidote + calcite + chlorite + titanite + magnetite +/- garnet +/- pyrite; porphyroblastic garnet and biotite are common. The Monumental Mills has been interpreted to represent deposition in a delta front-slope environment (Wehr, 1985). ",VA003,metasedimentary rock,meta-argillite,mudstone,VA001 VA002 VA003,
638,VA  ,Zrr,Zrr,Zrr;0,VAZrr;0,0,,Robertson River Igneous Suite - Rivanna granite,Proterozoic Z,Robertson River Igneous Suite - Rivanna granite,,"Blue Ridge Basement Complex, Late Proterozoic Igneous. From expanded explanation (ref. VA002): Rivanna Granite. White, medium-grained, biotite-, allanite-, fluorite-, and stilpnomelane-bearing granite to alkali feldspar granite; color index less than 5; locally displays miarolitic cavities containing quartz and pyrite. The granite has been dated at 735 +/- 4 Ma (U-Pb zircon; Tollo and Aleinikoff, in press). ",VA003,granite,,,VA001 VA002 VA003,
639,VA  ,Zmv,Zmv,Zmv;0,VAZmv;0,0,,Mafic Volcanic Rocks,Proterozoic Z,Mafic volcanic rocks.,,"Carolina Slate Belt From expanded explanation (ref. VA002): Mafic metavolcanic rocks. Greenish-gray to dusky green, fine- to medium-grained, massive to amygdaloidal metabasalt with dark-gray to white, medium-grained mafic lithic and crystal tuff, and minor purple phyllite and metasedimentary rocks. Geophysical signature: linear positive magnetic and negative radiometric anomalies. ",VA003,mafic metavolcanic rock,phyllite,metasedimentary rock,VA001 VA002 VA003,
640,VA  ,PzZbk,ZPAbk,ZPAbk;0,VAZPAbk;0,0,,Buckingham Complex - Metamorphosed mafic and ultramafic rocks,Proterozoic Z-Pennsylvanian,Buckingham Complex - Metamorphosed mafic and ultramafic rocks,,"Western Piedmont, Southwest and Central. From expanded explanation (ref. VA002): Metamorphosed mafic and ultramafic rocks. Dark greenish-gray, massive to layered, coarse-grained metagabbro, with metapyroxenite and metaperidotite layers. Early layered units are cut by late-stage aplitic granodiorite veins and dikes. Screens of metasedimentary country rocks separate differentiated metaperidotite-metagabbro sills. Younger quartz diorite pluton (PzZbq) partially brecciates older mafic rocks. Mineralogy (secondary minerals in parentheses): metaperidotite, orthopyroxene + clinopyroxene + olivine + magnetite (+ tremolite-actinolite + chlorite + serpentine + talc + epidote + magnetite + calcite); metapyroxenite, orthopyroxene + clinopyroxene + hornblende + magnetite (+ chlorite + talc + plagioclase + epidote + quartz + magnetite); metagabbro, hornblende + clinopyroxene + orthopyroxene + biotite + plagioclase + magnetite (+ biotite + chlorite + epidote + muscovite+ quartz + garnet). Geophysical signature: Positive magnetic anomalies are associated with mafic and ultramafic sills. ",VA003,metamorphic rock,,,VA001 VA002 VA003,
641,VA  ,PzZbq,ZPAbq,ZPAbq;0,VAZPAbq;0,0,,Buckingham Complex - Quarz diorite.,Proterozoic Z-Pennsylvanian,Buckingham Complex - Quarz diorite.,,"Western Piedmont, Southwest and Central. From expanded explanation (ref. VA002):Quartz diorite. Light-gray, medium- to coarse-grained, biotite-quartz diorite; migmatitic zones, kyanite, and sillimanite occur adjacent to contacts in country rocks. Mineralogy: quartz + plagioclase + potassium feldspar + biotite + epidote + allanite + muscovite + magnetite. This lithology cuts across older units in the Buckingham complex. ",VA003,quartz diorite,,,VA001 VA002 VA003,
642,VA  ,PzZdm,ZPAdm,ZPAdm;0,VAZPAdm;0,0,,Diana Mills Complex,Proterozoic Z-Pennsylvanian,Diana Mills Complex - Metamorphosed mafic and ultramafic rocks,,"Western Piedmont, Southwest and Central. From expanded explanation (rewf. VA002): Diana Mills complex (Brown, 1969). Principally hornblende metadiorite and hornblende-quartz metadiorite; includes hornblendite, amphibolite, metaperidotite, orbicular serpentinite, pegmatite, and aplite. Metamorphosed hornblende diorite and hornblende-quartz diorite are dark-grayish-green, medium-grained porphyritic, and massive to crudely-foliated. Phenocrysts are 1 to 10 mm anhedral to subhedral plagioclase of intermediate composition; matrix minerals include hornblende and plagioclase, with variable amounts of biotite and quartz. Accessory minerals include: apatite, zircon, muscovite, magnetite, ilmenite, and pyrrhotite. Epidote, chlorite, and titanite are common secondary minerals. Hornblendites are dark-green, medium- to coarse-grained rocks consisting dominantly of blocky euhedral to subhedral hornblende, with minor interstitial highly altered feldspar, and apatite. Amphibolite and metaperidotite are dark-green coarse grained rocks composed of anhedral pale-green uralitic hornblende which in places contains relict clinopyroxene and orthopyroxene, and rounded blebs of serpentine with cores of acicular tremolite, apparently after olivine. Orbicular serpentinite is dark-gray serpentinite composed of variable amounts of talc, amphibole, and chlorite, with fragmentary remnant pyroxene; the rock contains rouned orbicules from about 2 to 20 cm in diameter. These are composed predominantly of fibrous antigorite, oriented in concentric bands around the periphery, and contain cracks filled with magnetite, chlorite, and talc. Pegmatite and aplite are composed of plagioclase, epidote, clinozoisite, muscovite, and quartz; hornblende megacrysts are present in some pegmatite. The complex is generally concordant with the foliation in the enclosing metagraywacke (Czpm), which shows enlarged micas and mica porphryoblasts adjacent to the contact. Structural setting and rock assemblage are suggestive of a layered intrusive sill (Brown, 1969). More recently the Diana Mills has been interpreted as an exotic block, emplaced within the enclosing unit by gravity sliding, or by other tectonic means (Brown and Pavlides, 1981; W. R. Brown, personal communication to Nick Evans, 1993). ",VA003,mafic gneiss,amphibolite,,VA001 VA002 VA003,
643,VA  ,PzZgq,ZPAgq,ZPAgq;0,VAZPAgq;0,0,,Green Springs Pluton - Quartz diorite and granite.,Proterozoic Z-Pennsylvanian,Green Springs Pluton - Quartz diorite and granite.,,"Western Piedmont, Southwest and Central. From expanded explanation (ref. VA002): Quartz diorite and granite. Light-gray, medium- to coarse-grained, massive to indistinctly-foliated. Mineralogy: quartz + plagioclase (intermediate composition) + potassium feldspar + biotite + muscovite. ",VA003,quartz diorite,granite,,VA001 VA002 VA003,
644,VA  ,Zrw,Zrw,Zrw;0,VAZrw;0,0,,Robertson River Igneous Suite,Proterozoic Z,Robertson River Igneous Suite - White Oak alkali feldspar granite,,"Blue Ridge Basement Complex, Late Proterozoic Igneous. From expanded explanation (ref. VA002): White Oak Alkali Feldspar Granite. Light-gray to gray, coarse-grained, inequigranular alkali feldspar granite composed of microcline microperthite, quartz, and plagioclase, with hastingsitic amphibole, allanite, fluorite, stilpnomelane, zircon, chlorite, and calcite. Unaltered surfaces display pronounced vitreous luster. Granite typically occurs intermixed with light-gray, fine-grained, mineralogically identical alkali feldspar granite that is locally younger. The unit has been dated at 725 +/- 8 Ma (U-Pb zircon; Tollo and Aleinikoff, in press). ",VA003,granite,,,VA001 VA002 VA003,
